PSMILES,labels.Exp_Tg(K),meta.reliability
[*]c1ccc(-c2ccc(-c3sc(-c4ccc([Si](C)(C)[Si](C)(C)[Si](C)(C)[Si](C)(C)c5ccc(-c6cc(CCCCCCCC)c([*])s6)s5)s4)cc3CCCCCCCC)s2)s1,279.15,black
[*]c1ccc(-c2ccc(-c3sc(-c4ccc([Si](C)(C)[Si](C)(C)c5ccc(-c6cc(CCCCCCCC)c([*])s6)s5)s4)cc3CCCCCCCC)s2)s1,285.15,black
[*]c1ccc(-c2ccc(-c3sc(-c4ccc([Si](C)(C)c5ccc(-c6cc(CCCCCCCC)c([*])s6)s5)s4)cc3CCCCCCCC)s2)s1,304.15,black
[*]c1ccc(-c2ccc(-c3sc(-c4ccc([Si](CCCC)(CCCC)[Si](CCCC)(CCCC)c5ccc(-c6cc(CCCCCCCC)c([*])s6)s5)s4)cc3CCCCCCCC)s2)s1,263.15,black
[*]c1ccc(-c2ccc(-c3sc(-c4ccc([Si](CCCC)(CCCC)c5ccc(-c6cc(CCCCCCCC)c([*])s6)s5)s4)cc3CCCCCCCC)s2)s1,272.15,black
[*]c1ccc(-c2ccc(-n3c(=O)c4c(C(F)(F)F)c5c(=O)n([*])c(=O)c5c(C(F)(F)F)c4c3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,577.15,black
[*]c1ccc(-c2ccc(-n3c(=O)c4c(C(F)(F)F)c5c(=O)n([*])c(=O)c5c(C(F)(F)F)c4c3=O)cc2C)c(C)c1,658.15,black
[*]c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5c(C(F)(F)F)c4c3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,646.15,black
[*]c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5c(C(F)(F)F)c4c3=O)cc2C)c(C)c1,646.15,black
[*]c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2F)c(F)c1,671.15,black
[*]c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2OC)c(OC)c1,601.15,black
[*]c1ccc(-c2ccc(C(=O)c3ccc4c(c3)C(=O)N(c3ccc(Cc5ccc(N6C(=O)c7ccc(C(=O)c8ccc(-c9ccc(C([*])(C)C)cc9)cc8)cc7C6=O)cc5)cc3)C4=O)cc2)cc1,489.15,black
[*]c1ccc(-c2ccc(C([*])(C(F)(F)F)C(F)(F)F)cc2)cc1,537.15,black
[*]c1ccc(-c2ccc(C3([*])CCCCC3)cc2)cc1,560.15,black
[*]c1ccc(-c2ccc(C3([*])c4ccccc4-c4ccccc43)cc2)cc1,570.15,black
[*]c1ccc(-c2ccc(N([*])c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2)cc1,482.15,black
[*]c1ccc(-c2ccc(N([*])c3ccc(C(F)(F)F)cc3)cc2)cc1,498.15,black
[*]c1ccc(-c2ccc(N([*])c3ccc(C)cc3)cc2)cc1,358.15,black
[*]c1ccc(-c2ccc(N([*])c3ccc(CCCC)cc3)cc2)cc1,453.15,black
[*]c1ccc(-c2ccc(N(c3ccc(C)cc3)c3ccc(C(c4ccccc4)c4ccc(N([*])c5ccc(C)cc5)cc4)cc3)cc2)cc1,512.15,black
[*]c1ccc(-c2ccc(N(c3ccc(OC)cc3)c3ccc4ccc(N([*])c5ccc(OC)cc5)cc4c3)cc2)cc1,505.15,black
[*]c1ccc(-c2ccc(N(c3ccccc3)c3ccc(-c4ccc(N(c5ccccc5)c5ccc(-c6ccc(-n7c(=O)c8cc9c(=O)n([*])c(=O)c9cc8c7=O)cc6)cc5)cc4)cc3)cc2)cc1,493.15,black
[*]c1ccc(-c2ccc(N3C(=O)c4c(c(-c5ccccc5)c(-c5ccc(Oc6ccc(-c7c(-c8ccccc8)c8c(c(-c9ccccc9)c7-c7ccccc7)C(=O)N([*])C8=O)cc6)cc5)c(-c5ccccc5)c4-c4ccccc4)C3=O)cc2)cc1,672.15,black
[*]c1ccc(-c2ccc(N3C(=O)c4cc5c(cc4C3=O)C(C(F)(F)F)(C(F)(F)F)c3cc4c(cc3O5)C(=O)N([*])C4=O)cc2C(F)(F)F)c(C(F)(F)F)c1,693.15,black
[*]c1ccc(-c2ccc(N3C(=O)c4cc5c(cc4C3=O)C(C(F)(F)F)(C(F)(F)F)c3cc4c(cc3O5)C(=O)N([*])C4=O)cc2OC(C)(F)F)c(OC(C)(F)F)c1,636.15,black
[*]c1ccc(-c2ccc(N3C(=O)c4cc5c(cc4C3=O)C(C(F)(F)F)(C(F)(F)F)c3cc4c(cc3O5)C(=O)N([*])C4=O)cc2OC(F)(F)F)c(OC(F)(F)F)c1,648.15,black
[*]c1ccc(-c2ccc(N3C(=O)c4cc5c(cc4C3=O)C(c3ccccc3)(C(F)(F)F)c3cc4c(cc3O5)C(=O)N([*])C4=O)cc2C(F)(F)F)c(C(F)(F)F)c1,673.15,black
[*]c1ccc(-c2ccc(N3C(=O)c4cc5c(cc4C3=O)C(c3ccccc3)(C(F)(F)F)c3cc4c(cc3O5)C(=O)N([*])C4=O)cc2OC(F)(F)F)c(OC(F)(F)F)c1,673.15,black
[*]c1ccc(-c2ccc(N3C(=O)c4ccc(C(=O)Oc5c(C)cc(C(C)(C)c6cc(C)c(OC(=O)c7ccc8c(c7)C(=O)N([*])C8=O)c(C)c6)cc5C)cc4C3=O)cc2C)c(C)c1,455.15,black
[*]c1ccc(-c2ccc(N3C(=O)c4ccc(C(=O)Oc5cc(OC(=O)c6ccc7c(c6)C(=O)N([*])C7=O)ccc5C56CC7CC(CC(C7)C5)C6)cc4C3=O)cc2C)c(C)c1,498.15,black
[*]c1ccc(-c2ccc(N3C(=O)c4ccc(C(=O)Oc5ccc(C(C)(C)c6ccc(OC(=O)c7ccc8c(c7)C(=O)N([*])C8=O)cc6)cc5)cc4C3=O)cc2C)c(C)c1,439.15,black
[*]c1ccc(-c2ccc(N3C(=O)c4ccc(C(=O)Oc5ccc(C6(c7ccc(OC(=O)c8ccc9c(c8)C(=O)N([*])C9=O)cc7)C7CC8CC(C7)CC6C8)cc5)cc4C3=O)cc2C)c(C)c1,495.15,black
[*]c1ccc(-c2ccc(N3C(=O)c4ccc(C(=O)Oc5ccc(C6(c7ccc(OC(=O)c8ccc9c(c8)C(=O)N([*])C9=O)cc7)CC7CC6C6CCCC76)cc5)cc4C3=O)cc2C)c(C)c1,499.15,black
[*]c1ccc(-c2ccc(N3C(=O)c4ccc(C(=O)Oc5ccc(C6(c7ccc(OC(=O)c8ccc9c(c8)C(=O)N([*])C9=O)cc7)CCC(C(C)(C)C)CC6)cc5)cc4C3=O)cc2C)c(C)c1,490.15,black
[*]c1ccc(-c2ccc(N3C(=O)c4ccc(C(=O)Oc5ccc(C6(c7ccc(OC(=O)c8ccc9c(c8)C(=O)N([*])C9=O)cc7)CCCCCCCCCCC6)cc5)cc4C3=O)cc2C)c(C)c1,477.15,black
[*]c1ccc(-c2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc2C)c(C)c1,658.15,black
[*]c1ccc(-c2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N([*])C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2-c2ccc(C)cc2)c(-c2ccc(C)cc2)c1,559.15,black
[*]c1ccc(-c2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N([*])C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2C#N)c(C#N)c1,604.15,black
[*]c1ccc(-c2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N([*])C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2C)c(C)c1,598.15,black
[*]c1ccc(-c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc2C)c(C)c1,598.15,black
[*]c1ccc(-c2ccc(N3C(=O)c4cccc(-c5ccc6c(c5)C(=O)N([*])C6=O)c4C3=O)cc2C)c(C)c1,645.15,black
[*]c1ccc(-c2ccc(OCCCC)c(-c3cc([*])ccc3OCCCC)c2)cc1,437.15,black
[*]c1ccc(-c2ccc(OCCCCCC)c(-c3cc([*])ccc3OCCCCCC)c2)cc1,390.15,black
[*]c1ccc(-c2ccc(OCCCCCCCC)c(-c3cc([*])ccc3OCCCCCCCC)c2)cc1,360.15,black
[*]c1ccc(-c2ccc(OCCCCCCCCCC)c(-c3cc([*])ccc3OCCCCCCCCCC)c2)cc1,331.15,black
[*]c1ccc(-c2ccc(Oc3ccc(-c4ccc(Oc5ccc([*])cc5C(F)(F)F)cc4)cc3)c(C(F)(F)F)c2)cc1,476.65,black
[*]c1ccc(-c2ccc(Oc3ccc(C(c4ccc(Oc5ccc([*])cc5C(F)(F)F)cc4)(C(F)(F)F)C(F)(F)F)cc3)c(C(F)(F)F)c2)cc1,480.65,black
[*]c1ccc(-c2ccc(Oc3ccc(C4(c5ccc(Oc6ccc([*])cc6C(F)(F)F)cc5)c5ccccc5-c5ccccc54)cc3)c(C(F)(F)F)c2)cc1,510.15,black
[*]c1ccc(-c2ccc(Oc3ccc(Sc4ccc(Oc5ccc([*])cc5C(F)(F)F)cc4)cc3)c(C(F)(F)F)c2)cc1,437.65,black
[*]c1ccc(-c2ccc([Si](C)(C)[Si]([*])(C)C)s2)s1,318.15,black
[*]c1ccc(-c2ccc([Si](C)(C)c3ccc4c(c3)C(=O)N(c3cccc(Cc5cccc(N6C(=O)c7ccc([Si]([*])(C)C)cc7C6=O)c5)c3)C4=O)cc2)cc1,558.15,black
[*]c1ccc(-c2ccc([Si](CCCC)(CCCC)[Si]([*])(CCCC)CCCC)s2)s1,253.15,black
[*]c1ccc(-c2ccc([Si]([*])(C)C)s2)s1,318.15,black
[*]c1ccc(-c2ccc([Si]([*])(CCCC)CCCC)s2)s1,263.15,black
[*]c1ccc(-c2ccc3c(c2)C(=O)N(CCCCCCCCCCCCN2C(=O)c4ccc([*])cc4C2=O)C3=O)cc1,359.15,black
[*]c1ccc(-c2ccc3c(c2)C(=O)N(CCCCCCCCCCCN2C(=O)c4ccc([*])cc4C2=O)C3=O)cc1,362.15,black
[*]c1ccc(-c2ccc3c(c2)C(=O)N(CCCCCCCCCCN2C(=O)c4ccc([*])cc4C2=O)C3=O)cc1,376.15,black
[*]c1ccc(-c2ccc3c(c2)C(=O)N(CCCCCCCCCN2C(=O)c4ccc([*])cc4C2=O)C3=O)cc1,377.15,black
[*]c1ccc(-c2ccc3c(c2)C(=O)N(CCCCCCCCN2C(=O)c4ccc([*])cc4C2=O)C3=O)cc1,393.15,black
[*]c1ccc(-c2ccc3c(c2)C(=O)N(CCCCCCCN2C(=O)c4ccc([*])cc4C2=O)C3=O)cc1,408.15,black
[*]c1ccc(-c2ccc3c(c2)C(=O)N(CCCCCCN2C(=O)c4ccc([*])cc4C2=O)C3=O)cc1,414.15,black
[*]c1ccc(-c2ccc3c(c2)C(CCCCCC)(CCCCCC)c2cc(-c4ccc(-c5cc(-c6ccc(OCCCCCC)cc6)cc([*])c5-c5ccc(OCCCCCC)cc5)cc4)ccc2-3)cc1,391.15,black
[*]c1ccc(-c2ccc3c(c2)C(CCCCCC)(CCCCCC)c2cc(-c4ccc(-c5cc(-c6ccc(OCCCCCCCCCCCC)cc6)cc([*])c5-c5ccc(OCCCCCCCCCCCC)cc5)cc4)ccc2-3)cc1,352.15,black
[*]c1ccc(-c2ccc3c(c2)C(CCCCCC)(CCCCCC)c2cc([*])ccc2-3)cc1,379.35,black
[*]c1ccc(-c2ccc3c(c2)C(CCCCCCBr)(CCCCCCBr)c2cc([*])ccc2-3)cc1,395.15,black
[*]c1ccc(-c2ccc3c(c2)C(CCCCCCC#N)(CCCCCCC#N)c2cc([*])ccc2-3)cc1,363.15,black
[*]c1ccc(-c2ccc3c(c2)C(CCCCCCCC)(CCCCCCCC)c2cc([*])ccc2-3)c(F)c1,307.15,black
[*]c1ccc(-c2ccc3c(c2)C(CCCCCCCC)(CCCCCCCC)c2cc([*])ccc2-3)cc1,354.15,black
[*]c1ccc(-c2ccc3ccc4ccc(-c5ccc(-c6cc(CCCCCC)c([*])cc6CCCCCC)cc5)nc4c3n2)cc1,463.15,black
[*]c1ccc(-c2ccc3nc([*])cc(-c4ccccc4)c3c2)cc1,656.15,black
[*]c1ccc(-c2ccn(-c3ccc(-n4ccc([*])n4)cc3)n2)cc1,348.15,black
[*]c1ccc(-c2ccn(CCCCCCn3ccc([*])n3)n2)cc1,328.15,black
[*]c1ccc(-c2cnc3cc(-c4ccc5nc([*])cnc5c4)ccc3n2)cc1,623.15,black
[*]c1ccc(-c2cnc3cc(-c4ccc5ncc([*])nc5c4)ccc3n2)cc1,649.15,black
[*]c1ccc(-c2cnc3cc(Oc4ccc5nc([*])cnc5c4)ccc3n2)cc1,579.15,black
[*]c1ccc(-c2cnc3cc4nc([*])cnc4cc3n2)cc1,665.15,black
[*]c1ccc(-c2cnc3cc4ncc([*])nc4cc3n2)cc1,665.15,black
[*]c1ccc(-c2cnc3ccc(-c4ccc5ncc([*])nc5c4)cc3n2)cc1,649.15,black
[*]c1ccc(-c2cnc3ccc(Oc4ccc5ncc([*])nc5c4)cc3n2)cc1,579.15,black
[*]c1ccc(-c2nc3cc(-c4ccc5nc(-c6ccccc6)c(-c6ccc(-n7c(=O)c8cc9c(=O)n([*])c(=O)c9cc8c7=O)cc6)nc5c4)ccc3nc2-c2ccccc2)cc1,490.15,black
[*]c1ccc(-c2nc3cc(-c4ccc5nc(-c6ccccc6)c(-c6ccc(N7C(=O)C8OC9C(=O)N([*])C(=O)C9C8C7=O)cc6)nc5c4)ccc3nc2-c2ccccc2)cc1,503.15,black
[*]c1ccc(-c2nc3cc(-c4ccc5oc([*])nc5c4)ccc3o2)cc1,703.15,black
[*]c1ccc(-c2nc3cc(C(c4ccc5oc(-c6ccc(C([*])(C(F)(F)F)C(F)(F)F)cc6)nc5c4)(C(F)(F)F)C(F)(F)F)ccc3o2)cc1,609.15,black
[*]c1ccc(-c2nc3cc(C(c4ccc5oc(-c6ccc(C([*])(c7ccccc7)C(F)(F)F)cc6)nc5c4)(C(F)(F)F)C(F)(F)F)ccc3o2)cc1,583.15,black
[*]c1ccc(-c2nc3cc(C(c4ccccc4)(c4ccc5oc(-c6ccc(C([*])(c7ccccc7)C(F)(F)F)cc6)nc5c4)C(F)(F)F)ccc3o2)cc1,603.15,black
[*]c1ccc(-c2nc3cc(C)ccc3o2)c([*])c1,494.15,black
[*]c1ccc(-c2nc3cc(Oc4ccc5nc(-c6ccccc6)c(-c6ccc(-n7c(=O)c8cc9c(=O)n([*])c(=O)c9cc8c7=O)cc6)nc5c4)ccc3nc2-c2ccccc2)cc1,547.15,black
[*]c1ccc(-c2nc3cc(S(=O)(=O)c4ccc5nc(-c6ccccc6)c(-c6ccc(-n7c(=O)c8cc9c(=O)n([*])c(=O)c9cc8c7=O)cc6)nc5c4)ccc3nc2-c2ccccc2)cc1,459.15,black
[*]c1ccc(-c2nc3cc4nc(-c5ccccc5)c([*])nc4cc3nc2-c2ccccc2)cc1,668.15,black
[*]c1ccc(-c2nc3cc4nc([*])c(-c5ccccc5)nc4cc3nc2-c2ccccc2)cc1,668.15,black
[*]c1ccc(-c2nc3cc4sc([*])nc4cc3s2)cc1,298.15,black
[*]c1ccc(-c2nc3ccc(-c4ccc5nc(-c6ccc(C([*])(C(F)(F)F)C(F)(F)F)cc6)[nH]c5c4)cc3[nH]2)cc1,542.15,black
[*]c1ccc(-c2nc3ccc(-c4ccc5nc(-c6ccc(C([*])(C(F)(F)F)C(F)(F)F)cc6)oc5c4)cc3o2)cc1,618.15,black
[*]c1ccc(-c2nc3ccc(-c4ccc5nc(-c6ccc(C([*])(c7ccccc7)C(F)(F)F)cc6)oc5c4)cc3o2)cc1,623.15,black
[*]c1ccc(-c2nc3ccc(-c4ccc5nc([*])c(-c6ccccc6)c(-c6ccccc6)c5c4)cc3c(-c3ccccc3)c2-c2ccccc2)cc1,673.15,black
[*]c1ccc(-c2nc3ccc(Oc4ccc5nc([*])c(-c6ccccc6)c(-c6ccccc6)c5c4)cc3c(-c3ccccc3)c2-c2ccccc2)cc1,618.15,black
[*]c1ccc(-c2nc3ccccc3o2)c([*])c1,502.15,black
[*]c1ccc(-c2nnc(-c3ccc(-c4ccc(-c5nnc(-c6ccc([Si]([*])(c7ccccc7)c7ccccc7)cc6)o5)cc4)cc3)o2)cc1,551.15,black
[*]c1ccc(-c2nnc(-c3ccc(-c4nnc(-c5ccc([Si]([*])(c6ccccc6)c6ccccc6)cc5)o4)c4ccccc34)o2)cc1,546.15,black
[*]c1ccc(-c2nnc(-c3ccc(-c4nnc(-c5ccc([Si]([*])(c6ccccc6)c6ccccc6)cc5)o4)cc3)o2)cc1,547.15,black
[*]c1ccc(-c2nnc(-c3ccc(-c4nnc(-c5ccc([Si]([*])(c6ccccc6)c6ccccc6)cc5)o4)nc3)o2)cc1,545.15,black
[*]c1ccc(-c2nnc(-c3ccc(-c4nnc(-c5ccc([Si]([*])(c6ccccc6)c6ccccc6)cc5)o4)o3)o2)cc1,549.15,black
[*]c1ccc(-c2nnc(-c3ccc(C4([*])OC(=O)c5ccccc54)cc3)o2)cc1,653.15,black
[*]c1ccc(-c2nnc(-c3ccc([Si]([*])(c4ccccc4)c4ccccc4)cc3)o2)cc1,535.15,black
[*]c1ccc(-c2nnc(-c3cccc(-c4nnc(-c5ccc([Si]([*])(c6ccccc6)c6ccccc6)cc5)o4)n3)o2)cc1,538.15,black
[*]c1ccc(-c2nnc(-c3cccc(-c4nnc([*])n4-c4ccccc4)c3)n2-c2ccccc2)cc1,545.65,black
[*]c1ccc(-c2nnc(-c3cncc(-c4nnc(-c5ccc([Si]([*])(c6ccccc6)c6ccccc6)cc5)o4)c3)o2)cc1,545.15,black
[*]c1ccc(-c2nnc([*])o2)c(OCC)c1,504.15,black
[*]c1ccc(-c2nnc([*])o2)c(OCCCCC)c1,478.15,black
[*]c1ccc(-c2nnc([*])o2)c(OCCCCCCCC)c1,446.15,black
[*]c1ccc(-c2nnc([*])o2)c(OCCCCCCCCCC)c1,438.15,black
[*]c1ccc(-c2sc(-c3cc(CCCC)c([*])s3)cc2CCCC)cc1,395.45,black
[*]c1ccc(-c2sc(-c3cc(CCCCCCCC)c([*])s3)cc2CCCCCCCC)cc1,323.55,black
[*]c1ccc(-c2sc(-c3cc(CCCCCCCCCCCC)c([*])s3)cc2CCCCCCCCCCCC)cc1,332.75,black
[*]c1ccc(-c2sc(-c3cc(SCCCC)c([*])s3)cc2SCCCC)cc1,402.15,black
[*]c1ccc(-c2sc(-c3cc(SCCCCCCCC)c([*])s3)cc2SCCCCCCCC)cc1,328.45,black
[*]c1ccc(-c2sc(-c3cc(SCCCCCCCCCCCC)c([*])s3)cc2SCCCCCCCCCCCC)cc1,338.55,black
[*]c1ccc(-c2sc(-c3ccc(-c4cc(CCCC)c([*])s4)cc3)cc2CCCC)cc1,331.45,black
[*]c1ccc(-c2sc(-c3ccc(-c4cc(CCCCCCCC)c([*])s4)cc3)cc2CCCCCCCC)cc1,269.15,black
[*]c1ccc(-c2sc(-c3ccc(-c4cc(CCCCCCCC)c([*])s4)cn3)cc2CCCCCCCC)cc1,289.35,black
[*]c1ccc(-c2sc(-c3ccc(-c4cc(CCCCCCCCCCCC)c([*])s4)cc3)cc2CCCCCCCCCCCC)cc1,253.95,black
[*]c1ccc(-c2sc(-c3ccc(-c4cc(SCCCC)c([*])s4)cc3)cc2SCCCC)cc1,299.55,black
[*]c1ccc(-c2sc(-c3ccc(-c4cc(SCCCCCCCC)c([*])s4)cc3)cc2SCCCCCCCC)cc1,234.35,black
[*]c1ccc(-c2sc(-c3ccc(-c4ccc(-c5cc(CCCCCCCC)c([*])s5)cc4)cc3)cc2CCCCCCCC)cc1,273.75,black
[*]c1ccc(-c2sc(-c3ccc(-n4c(=O)c5cc6c(=O)n([*])c(=O)c6cc5c4=O)cc3)c(-c3ccccc3)c2-c2ccccc2)cc1,733.15,black
[*]c1ccc(-n2c(=O)c3cc4c(=O)n(-c5ccc(-c6cc(-c7ccc(OCCCC#N)cc7)cc([*])n6)cc5)c(=O)c4cc3c2=O)cc1,618.15,black
[*]c1ccc(-n2c(=O)c3cc4c(=O)n(-c5ccc(N([*])c6ccc(C#N)cc6)cc5)c(=O)c4cc3c2=O)cc1,626.15,black
[*]c1ccc(-n2c(=O)c3cc4c(=O)n(-c5ccc(Oc6c(C(C)(C)C)cc([*])cc6C(C)(C)C)c(C(F)(F)F)c5)c(=O)c4cc3c2=O)cc1,693.15,black
[*]c1ccc(-n2c(=O)c3cc4c(=O)n(-c5ccc(Oc6c(C(C)(C)C)cc([*])cc6C(C)(C)C)cc5)c(=O)c4cc3c2=O)cc1,671.65,black
[*]c1ccc(-n2c(=O)c3cc4c(=O)n([*])c(=O)c4cc3c2=O)cc1,690.15,black
[*]c1ccc(-n2c(=O)c3cc4c(=O)n([*])c(=O)c4cc3c2=O)cc1S(=O)(=O)O[Na],500.15,black
[*]c1ccc(-n2nccc2-c2ccc(-c3ccnn3-c3ccc(S([*])(=O)=O)cc3)cc2)cc1,539.15,black
[*]c1ccc(-n2nccc2-c2cccc(-c3ccnn3-c3ccc(S([*])(=O)=O)cc3)c2)cc1,491.15,black
[*]c1ccc(/C=C(\C#N)C(=O)NC2CCCCC2NC(=O)/C(C#N)=C/c2ccc(N(CC)c3ccc(Oc4ccc(N([*])CC)cc4)cc3)cc2)cc1,508.15,black
[*]c1ccc(/C=C/c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2S(=O)(=O)O[Na])c(S(=O)(=O)O[Na])c1,501.15,black
[*]c1ccc(/C=N/c2ccc(Oc3ccc(/N=C/c4ccc(N([*])c5ccccc5)cc4)cc3)cc2)cc1,435.15,black
[*]c1ccc(/C=N/c2ccc(Oc3cccc(Oc4ccc(/N=C/c5ccc(N([*])c6ccccc6)cc5)cc4)c3)cc2)cc1,447.15,black
[*]c1ccc(/N=C/Nc2ccc(S([*])(=O)=O)cc2)cc1,436.15,black
[*]c1ccc(/N=C/c2ccc(-c3ccc(-c4ccc(/C=N/c5ccc(C([*])c6ccccc6)cc5)cc4)s3)cc2)cc1,402.15,black
[*]c1ccc(/N=C/c2ccc(OCCCCCCCCCCOc3ccc(/C=N/c4ccc([*])cc4OC)c(O)c3)cc2O)c(OC)c1,345.15,black
[*]c1ccc(/N=N/c2ccc(OCC)cc2)cc1C(=O)OCCCCCCOC(=O)c1cc(/N=N/c2ccc(OCC)cc2)ccc1[*],356.15,black
[*]c1ccc(/N=N/c2ccc(OCC)cc2)cc1C(=O)OCCCOC(=O)c1cc(/N=N/c2ccc(OCC)cc2)ccc1[*],374.15,black
[*]c1ccc(/N=N/c2ccc(OCC)cc2)cc1C(=O)OCCOCCOCCOC(=O)c1cc(/N=N/c2ccc(OCC)cc2)ccc1[*],338.15,black
[*]c1ccc(/N=N/c2ccc(OCC)cc2)cc1C(=O)Oc1ccc(-c2ccc(OC(=O)c3cc(/N=N/c4ccc(OCC)cc4)ccc3[*])cc2)cc1,438.15,black
[*]c1ccc(/N=N/c2ccc(OCC)cc2)cc1C(=O)Oc1ccc(OC(=O)c2cc(/N=N/c3ccc(OCC)cc3)ccc2[*])cc1,443.15,black
[*]c1ccc(C(=O)N2CCN(C(=O)c3ccc(C([*])(C)CC)cc3)CC2)cc1,505.15,black
[*]c1ccc(C(=O)NCCCCCCNC(=O)c2ccc(C([*])(C)CC)cc2)cc1,437.15,black
[*]c1ccc(C(=O)NCCCCCCNC(=O)c2ccc3c(c2)C([*])(C)CC3(C)C)cc1,463.15,black
[*]c1ccc(C(=O)NCCCCNC(=O)c2ccc(C([*])(C)CC)cc2)cc1,455.15,black
[*]c1ccc(C(=O)NCCN(CCNC(=O)c2ccc([Si]([*])(C)C)cc2)c2ccc(/C=C/c3ccc([N+](=O)[O-])cc3)cc2)cc1,423.15,black
[*]c1ccc(C(=O)NCCN(CCNC(=O)c2ccc([Si]([*])(CCCC)CCCC)cc2)c2ccc(/C=C/c3ccc([N+](=O)[O-])cc3)cc2)cc1,388.15,black
[*]c1ccc(C(=O)Nc2ccc(C(=O)Nc3ccc(-c4ccc(NC(=O)c5ccc(NC(=O)c6ccc([Si]([*])(C)C)cc6)cc5)cc4)cc3)cc2)cc1,593.15,black
[*]c1ccc(C(=O)Nc2ccc(C(=O)Nc3ccc(-c4sc(-c5ccc(NC(=O)c6ccc(NC(=O)c7ccc([Si]([*])(C)C)cc7)cc6)cc5)c(-c5ccccc5)c4-c4ccccc4)cc3)cc2)cc1,610.15,black
[*]c1ccc(C(=O)Nc2ccc(C(=O)Nc3ccc(Cc4ccc(NC(=O)c5ccc(NC(=O)c6ccc([Si]([*])(C)C)cc6)cc5)cc4)cc3)cc2)cc1,573.15,black
[*]c1ccc(C(=O)Nc2ccc(C(=O)Nc3ccc(NC(=O)c4ccc(NC(=O)c5ccc([Si]([*])(C)C)cc5)cc4)cc3)cc2)cc1,611.15,black
[*]c1ccc(C(=O)Nc2ccc(C(=O)Nc3ccc(Oc4ccc(NC(=O)c5ccc(NC(=O)c6ccc([Si]([*])(C)C)cc6)cc5)cc4)cc3)cc2)cc1,577.15,black
[*]c1ccc(C(=O)Nc2ccc(C(=O)Nc3ccc(S(=O)(=O)c4ccc(NC(=O)c5ccc(NC(=O)c6ccc([Si]([*])(C)C)cc6)cc5)cc4)cc3)cc2)cc1,588.15,black
[*]c1ccc(C(=O)Nc2ccc(C(=O)Nc3cccc(NC(=O)c4ccc(NC(=O)c5ccc([Si]([*])(C)C)cc5)cc4)c3)cc2)cc1,576.15,black
[*]c1ccc(C(=O)Nc2ccc(C(=O)Nc3cccc4c(NC(=O)c5ccc(NC(=O)c6ccc([Si]([*])(C)C)cc6)cc5)cccc34)cc2)cc1,651.15,black
[*]c1ccc(C(=O)Nc2ccc(C(c3ccc(NC(=O)c4ccc([*])cc4C)cc3)(C(F)(F)F)C(F)(F)F)cc2)c(C)c1,562.15,black
[*]c1ccc(C(=O)Nc2ccc(C3(c4ccc(NC(=O)c5ccc([*])cc5C)cc4)c4ccccc4-c4ccccc43)cc2)c(C)c1,566.15,black
[*]c1ccc(C(=O)Nc2ccc(NC(=O)c3ccc(C([*])(C(F)(F)F)C(F)(F)F)cc3C(=O)OCC)cc2)c(C(=O)OCC)c1,543.15,black
[*]c1ccc(C(=O)Nc2ccc(OC(=O)c3ccc([Si]([*])(C)C)cc3)cc2)cc1,493.15,black
[*]c1ccc(C(=O)Nc2ccc(Oc3ccc(C(C)(C)c4ccc(Oc5ccc(NC(=O)c6ccc([*])cc6C)cc5)cc4)cc3)cc2)c(C)c1,503.15,black
[*]c1ccc(C(=O)Nc2ccc(Oc3ccc(Oc4ccc(NC(=O)c5ccc([*])cc5C)cc4)cc3)cc2)c(C)c1,492.15,black
[*]c1ccc(C(=O)Nc2ccc(Oc3ccc(Oc4ccc(Oc5ccc(NC(=O)c6ccc([*])cc6C)cc5)cc4)cc3)cc2)c(C)c1,473.15,black
[*]c1ccc(C(=O)Nc2ccc(Oc3ccc(S(=O)(=O)c4ccc(Oc5ccc(NC(=O)c6ccc([*])cc6C)cc5)cc4)cc3)cc2)c(C)c1,524.15,black
[*]c1ccc(C(=O)Nc2ccc(Oc3cccc(Oc4ccc(NC(=O)c5ccc([*])cc5C)cc4)c3)cc2)c(C)c1,486.15,black
[*]c1ccc(C(=O)Nc2cccc(OC(=O)c3ccc([Si]([*])(C)C)cc3)c2)cc1,493.15,black
